record_id,company_name,contact_first,contact_last,email,phone,city,state,zip,signup_date,monthly_volume,status
MRC-100583,Summit Logistics,Michael,Hall,michael.hall@summit-example.com,(796) 452-2809,Phoenix,AZ,85001,2021-04-22,3727.82,pending
MRC-100277,Redstone Roofing,Sophia,Rodriguez,sophia.rodriguez@redstone-example.com,+1 595 332 7127,Boston,MA,2108,2019-08-30,1108.87,churned
MRC-100432,Harbor Cleaning,Maria,Smith,maria.smith@harbor-example.com,+1 336 213 4023,Newark,NJ,7102,2022-04-17,1823.32,CHURNED
MRC-101281,Willow Printing,Paul,Martinez,paul.martinez@willow-example.com,7852788857,Newark,NJ,7102,2024-10-10,1747.46,churned
MRC-101506,Bluebird Cleaning,Michael,Brown,michael.brown@bluebird-example.com,8883824510,Providence,RI,2903,,1022.17,pending
MRC-101634,Copper HVAC,Anna,Wilson,anna.wilson@copper-example.com,(602) 361-2114,Houston,TX,77002,2019-10-27,154.37,active
MRC-101794,Cedar Consulting,David,Anderson,david.anderson@cedar-example.com,4106466868,Spring,TX,77373,2019-04-01,6388.41,CHURNED
MRC-100747,Ironwood HVAC,Robert,Jackson,robert.jackson@ironwood-example.com,+1 937 318 4228,Atlanta,GA,30303,2024-11-29,413.34,PENDING
MRC-101995,Copper HVAC,Karen,Davis,karen.davis@copper-example.com,(827) 597-2739,Denver,CO,80202,2020-06-09,1111.0,active
MRC-100834,Granite Consulting,Paul,Jackson,paul.jackson@granite-example.com,(210) 832-9705,Newark,NJ,07102,,225.2,PENDING
MRC-101544,Copper Plumbing,Karen,Martin,karen.martin@copper-example.com,6186896099,Newark,NJ,7102,2019-06-11,2695.13,pending
MRC-100373,Lakeside Roofing,James,Smith,james.smith@lakeside-example.com,,Atlanta,ga,30303,2019-06-23,4030.8,active
MRC-100134,Cedar Printing,,Davis,jason.davis@cedar-example.com,+1 566 414 7020,Newark,NJ,07102,2022-04-28,22597.13,churned
MRC-101406,Ironwood Auto Repair,Anna,Jackson,anna.jackson@ironwood-example.com,207-636-8695,Boston,MA,2108,2024-03-11,2774.26,churned
MRC-101926,Ironwood Roofing,Maria,Lee,maria.lee@ironwood-example.com,2823189095,Portland,OR,97201,2019-06-21,983.6,active
MRC-101461,Pioneer Printing,Anna,Walker,anna.walker@pioneer-example.com,516-833-8120,Denver,CO,80202,2021-11-14,2658.74,PENDING
MRC-100981,Cedar Landscaping,Nancy,Martinez,nancy.martinez@cedar-example.com,,Portland,OR,97201,2023-08-16,691.52,pending
MRC-101559,Copper Logistics,Kevin,Rodriguez,kevin.rodriguez@copper-example.com,+1 287 335 9779,Newark,NJ,07102,2024-12-24,659.0,active
MRC-100007,Lakeside Consulting,Laura,Smith,laura.smith@lakeside-example.com,6535737852,Phoenix,AZ,85001,2022-11-25,3582.11,churned
MRC-100479,Cedar Logistics,Daniel,Jones,daniel.jones@cedar-example.com,(830) 628-1717,Atlanta,GA,30303,2025-09-09,3600.56,Churned
MRC-101590,Pioneer Auto Repair,,Davis,karen.davis@pioneer-example.com,,Houston,TX,77002,2019-01-23,3938.56,active
MRC-100155,Copper Plumbing,Daniel,Wilson,daniel.wilson@copper-example.com,467-897-3840,Phoenix,AZ,85001,2019-05-05,1317.93,churned
MRC-100034,Lakeside Landscaping,Mark,Hall,mark.hall@lakeside-example.com,+1 735 788 7549,Boston,MA,02108,2022-02-08,1147.28,churned
MRC-101713,Lakeside Auto Repair,Brian,Garcia,,893-892-9813,Newark,NJ,7102,2020-03-18,1257.12,pending
MRC-100868,Granite Printing,Jason,Walker,jason.walker@granite-example.com,(812) 877-8758,Providence,RI,2903,2019-07-19,610.77,pending
MRC-101434,Bluebird Printing,James,Taylor,james.taylor@bluebird-example.com,7119633484,Newark,NJ,07102,2023-06-01,1929.41,active
MRC-100991,Granite Landscaping,David,Lee,david.lee@granite-example.com,9619496480,Atlanta,GA,30303,2023-09-02,444.46,pending
MRC-101156,Lakeside Logistics,Maria,Wilson,maria.wilson@lakeside-example.com,+1 907 207 1284,Atlanta,GA,30303,2022-05-14,577.21,churned
MRC-100648,Cedar Auto Repair,Robert,Johnson,robert.johnson@cedar-example.com,4748402189,Chicago,IL,60601,2021-12-13,2224.64,active
MRC-101059,Bluebird Bakery,Robert,Davis,robert.davis@bluebird-example.com,9145261284,Providence,RI,2903,2024-07-07,5389.29,churned
MRC-100908,Ironwood Printing,Laura,Davis,laura.davis@ironwood-example.com,(858) 508-6085,Atlanta,GA,30303,2025-03-21,36018.08,churned
MRC-101344,Copper Landscaping,Robert,Walker,,+1 414 272 4789,Newark,NJ,07102,2023-05-18,21176.63,active
MRC-101373,Summit Catering,Jason,Miller,jason.miller@summit-example.com,853-680-3642,Providence,ri,2903,2020-03-17,4180.34,pending
MRC-100217,Ironwood Landscaping,Emma,Jackson,emma.jackson@ironwood-example.com,232-958-9795,Chicago,IL,,2023-04-16,3816.75,pending
MRC-100042,Willow Consulting,Emma,Martinez,emma.martinez@willow-example.com,(764) 592-5006,Portland,OR,97201,2022-07-16,506.38,churned
MRC-100036,Cedar Printing,Paul,Martinez,paul.martinez@cedar-example.com,+1 377 867 7751,Houston,Tex,77002,2021-03-21,4719.46,churned
MRC-101555,Bluebird Consulting,Emma,Moore,emma.moore@bluebird-example.com,7732096681,Denver,CO,80202,2024-12-13,8781.43,churned
MRC-100417,Granite Bakery,Daniel,Miller,daniel.miller@granite-example.com,709-729-5274,Atlanta,GA,30303,2021-08-05,4085.73,pending
MRC-100587,Willow Roofing,Robert,Martin,robert.martin@willow-example.com,(249) 744-7595,Chicago,IL,,2022-11-03,1199.73,pending
MRC-100594,Lakeside Logistics,Brian,Martin,brian.martin@lakeside-example.com,556-640-4163,Chicago,IL,,2025-03-04,914.94,churned
MRC-101235,Summit Auto Repair,Sophia,Jones,sophia.jones@summit-example.com,409-748-1955,Denver,CO,80202,2023-11-29,2950.07,active
MRC-101877,Harbor Roofing,James,Moore,james.moore@harbor-example.com,735-943-3080,Houston,tx,77002,2021-09-15,825.99,churned
MRC-101016,Pioneer Consulting,Jason,Thomas,jason.thomas@pioneer-example.com,2748078098,Denver,CO,80202,2025-03-04,4998.97,Pending
MRC-100215,Prairie Logistics,Linda,Miller,,,Boston,MA,2108,2022-11-09,191.29,pending
MRC-100287,Harbor Cleaning,Daniel,Hall,daniel.hall@harbor-example.com,+1 834 926 5549,Portland,OR,97201,2023-09-30,1011.09,churned
MRC-101468,Harbor HVAC,Emma,Johnson,emma.johnson@harbor-example.com,6897259310,Boston,MA,2108,2023-04-01,798.84,ACTIVE
MRC-100612,Harbor Landscaping,Jason,Taylor,jason.taylor@harbor-example.com,,Portland,OR,97201,2022-06-24,387.05,Churned
MRC-100531,Granite Auto Repair,Sarah,Garcia,sarah.garcia@granite-example.com,3077784483,Providence,RI,02903,2020-08-19,1099.88,churned
MRC-101324,Bluebird Electric,Jason,Garcia,jason.garcia@bluebird-example.com,7423483518,Chicago,IL,60601,2022-09-15,229.94,active
MRC-100604,Bluebird Auto Repair,Mark,Davis,mark.davis@bluebird-example.com,2686369355,Houston,TX,77002,2024-02-26,4592.61,churned
MRC-101054,Prairie Plumbing,Sophia,Wilson,sophia.wilson@prairie-example.com,+1 628 429 3787,Spring,TX,77373,2021-11-24,2028.39,active
MRC-100053,Harbor Bakery,Brian,Davis,brian.davis@harbor-example.com,(315) 509-2094,Phoenix,AZ,85001,,9539.83,pending
MRC-101490,Cedar Catering,Robert,Martin,robert.martin@cedar-example.com,+1 622 961 9793,Phoenix,AZ,85001,2024-04-11,208.72,active
MRC-100872,Pioneer Auto Repair,Nancy,Brown,nancy.brown@pioneer-example.com,(856) 779-2405,Chicago,IL,60601,2020-07-25,601.0,CHURNED
MRC-101308,Prairie Bakery,Daniel,Rodriguez,daniel.rodriguez@prairie-example.com,316-236-3803,Spring,TX,,2019-02-07,17866.22,churned
MRC-101694,Cedar Printing,David,Rodriguez,david.rodriguez@cedar-example.com,(320) 287-2130,Chicago,IL,60601,2020-03-19,1159.85,pending
MRC-100700,Copper Cleaning,Paul,Hall,paul.hall@copper-example.com,5206928094,Portland,OR,97201,2023-12-17,8645.04,PENDING
MRC-100011,Redstone Cleaning,Paul,Lee,paul.lee@redstone-example.com,660-663-8481,Providence,RI,02903,2022-01-16,1350.4,active
MRC-100285,Summit Catering,Anna,Wilson,anna.wilson@summit-example.com,,Portland,OR,,2025-01-08,1455.14,pending
MRC-101533,Cedar Printing,Mark,Martinez,mark.martinez@cedar-example.com,+1 931 839 6382,Portland,OR,97201,2021-10-08,1649.96,pending
MRC-100833,Bluebird Logistics,Emma,Jones,emma.jones@bluebird-example.com,438-457-8159,Phoenix,AZ,85001,2021-08-08,412.51,pending
MRC-100593,Harbor Cleaning,Michael,Davis,michael.davis@harbor-example.com,2627901278,Newark,NJ,7102,2021-08-30,4236.61,CHURNED
MRC-100147,Granite Cleaning,David,Jones,david.jones@granite-example.com,(243) 731-9021,Atlanta,GA,30303,2021-05-29,6826.37,active
MRC-100994,Harbor Landscaping,James,Jones,james.jones@harbor-example.com,653-652-3047,Boston,MA,02108,2023-06-13,4469.05,churned
MRC-100493,Pioneer Landscaping,Paul,Davis,paul.davis@pioneer-example.com,+1 360 508 4064,Houston,TX,77002,2031-05-14,-743.69,pending
MRC-200045,REDSTONE CONSULTING,,Taylor,,3632119669,Atlanta,GA,30303,2021-02-12,1473.17,pending
MRC-100347,Redstone Landscaping,David,Thomas,david.thomas@redstone-example.com,,Spring,TX,77373,2022-04-16,591.03,churned
MRC-100461,Bluebird Logistics,James,Jackson,james.jackson@bluebird-example.com,7966559958,Newark,NJ,07102,2022-03-15,383.69,pending
MRC-100724,Cedar Bakery,Mark,Rodriguez,mark.rodriguez@cedar-example.com,+1 712 773 8779,Newark,NJ,7102,2019-09-01,1610.03,active
MRC-100913,Copper Electric,Anna,Walker,anna.walker@copper-example.com,429-928-9482,Spring,TX,,2020-05-04,1874.39,churned
MRC-100780,Pioneer Consulting,Michael,Walker,michael.walker@pioneer-example.com,+1 774 932 9184,Spring,TX,77373,2019-06-18,285.85,active
MRC-100766,Harbor HVAC,Paul,Wilson,paul.wilson@harbor-example.com,2198581561,Providence,RI,2903,2022-05-18,704.53,pending
MRC-101370,Bluebird HVAC,,Johnson,daniel.johnson@bluebird-example.com,,Atlanta,GA,30303,2025-08-02,507.7,pending
MRC-100996,Pioneer HVAC,Emma,Jones,emma.jones@pioneer-example.com,(538) 233-6819,Phoenix,AZ,85001,2023-12-25,4882.09,pending
MRC-100761,Redstone Printing,Karen,Garcia,karen.garcia@redstone-example.com,791-885-3181,Chicago,IL,60601,2023-04-06,1266.1,churned
MRC-101967,Redstone Consulting,Brian,Davis,,+1 357 685 4280,Denver,CO,80202,2025-06-28,1490.66,CHURNED
MRC-100231,Redstone HVAC,,Walker,brian.walker@redstone-example.com,+1 629 873 3500,Chicago,IL,60601,2022-05-13,327.23,churned
MRC-101404,Copper Catering,Paul,Thomas,paul.thomas@copper-example.com,900-959-6427,Providence,RI,,2023-08-03,295.79,CHURNED
MRC-101126,Bluebird HVAC,Olivia,Smith,olivia.smith@bluebird-example.com,,Spring,TX,77373,2020-02-12,9407.42,pending
MRC-101650,Bluebird Bakery,Emma,Lee,emma.lee@bluebird-example.com,756-265-8477,Houston,TX,77002,2025-07-26,3396.25,churned
MRC-101193,Willow HVAC,Michael,Davis,michael.davis@willow-example.com,290-978-5428,Atlanta,GA,30303,2020-01-06,3505.5,pending
MRC-101523,Harbor HVAC,Robert,Thomas,robert.thomas@harbor-example.com,9028221003,Atlanta,GA,30303,1900-01-01,1811.66,Pending
MRC-101435,Granite Catering,,Johnson,maria.johnson@granite-example.com,(527) 793-9785,Providence,RI,2903,2023-01-30,9188.85,active
MRC-101357,Willow Consulting,Anna,Anderson,anna.anderson@willow-example.com,820-555-4118,Providence,RI,02903,2020-11-18,657.49,churned
MRC-101836,Ironwood Auto Repair,Sophia,Garcia,sophia.garcia@ironwood-example.com,4893764352,Denver,CO,,2025-09-02,1698.31,active
MRC-100620,Pioneer Landscaping,Nancy,Anderson,nancy.anderson@pioneer-example.com,(658) 885-2581,Denver,CO,80202,2019-02-12,5998.04,active
MRC-101571,Summit Bakery,Olivia,Davis,olivia.davis@summit-example.com,8874207343,Boston,MA,02108,2023-10-17,589.92,pending
MRC-101739,Cedar Printing,Sophia,Garcia,sophia.garcia@cedar-example.com,6068091908,Spring,TX,77373,2025-02-01,1375.65,churned
MRC-101751,Harbor Landscaping,Linda,Martin,linda.martin@harbor-example.com,624-256-2801,Spring,TX,77373,2019-10-01,107.74,ACTIVE
MRC-100202,Summit Landscaping,David,Davis,david.davis@summit-example.com,(407) 334-4995,Providence,RI,2903,2023-08-29,1018.61,churned
MRC-100673,Copper Consulting,Laura,Johnson,laura.johnson@copper-example.com,228-448-5788,Phoenix,az,85001,2022-11-02,0.0,churned
MRC-101527,Copper Roofing,Mark,Williams,mark.williams@copper-example.com,,Portland,OR,97201,2019-10-01,649.8,PENDING
MRC-100410,Redstone Consulting,Sophia,Smith,sophia.smith@redstone-example.com,8137985679,Chicago,IL,60601,2025-09-17,88.02,ACTIVE
MRC-101691,Harbor Consulting,Jason,Miller,jason.miller@harbor-example.com,681-426-7654,Denver,CO,80202,2024-04-27,11559.65,churned
MRC-100843,Summit Electric,Mark,Lee,mark.lee@summit-example.com,+1 570 634 6761,Chicago,IL,60601,2019-09-04,1639.22,churned
MRC-100586,Bluebird Printing,Michael,Thomas,michael.thomas@bluebird-example.com,(510) 851-7070,Portland,OR,97201,2025-06-18,473.64,churned
MRC-101580,Prairie Bakery,Brian,Jackson,brian.jackson@prairie-example.com,(682) 622-8492,Denver,CO,80202,2023-04-10,1347.77,pending
MRC-100883,Copper Consulting,Sophia,Garcia,sophia.garcia@copper-example.com,+1 479 450 6040,Houston,TX,77002,2021-06-30,25289.24,churned
MRC-101929,Granite Logistics,Linda,Johnson,linda.johnson@granite-example.com,+1 377 847 3995,Spring,tx,77373,2020-12-28,3974.98,churned
MRC-100877,Summit HVAC,Kevin,Smith,kevin.smith@summit-example.com,(253) 839-9299,Spring,TX,77373,2019-01-31,2788.97,churned
MRC-101826,Bluebird Catering,Robert,Martinez,robert.martinez@bluebird-example.com,654-976-7780,Phoenix,AZ,85001,2024-03-02,783.09,active
MRC-101860,Summit Electric,Jason,Garcia,jason.garcia@summit-example.com,420-277-5568,Chicago,IL,60601,2024-09-28,147.15,Churned
MRC-101550,Harbor Cleaning,Laura,Smith,laura.smith@harbor-example.com,(437) 646-8707,Phoenix,AZ,85001,,826.43,active
MRC-100004,Copper Electric,Michael,Wilson,michael.wilson@copper-example.com,2475204414,Portland,OR,97201,2019-09-28,1304.35,pending
MRC-100483,Copper Bakery,Olivia,Brown,olivia.brown@copper-example.com,5417017944,Providence,RI,2903,1900-01-01,517.53,CHURNED
MRC-101742,Redstone Roofing,Michael,Thomas,michael.thomas@redstone-example.com,(277) 799-2001,Spring,TX,77373,2019-02-06,7735.32,PENDING
MRC-100646,Granite Roofing,Linda,Smith,linda.smith@granite-example.com,,Atlanta,GA,30303,2019-01-05,3731.04,active
MRC-100748,Ironwood Cleaning,Maria,Anderson,maria.anderson@ironwood-example.com,+1 665 624 9981,Phoenix,AZ,,2019-03-15,2826.67,churned
MRC-101106,Harbor Consulting,Jason,Williams,jason.williams@harbor-example.com,3382611897,Portland,or,97201,2020-09-28,1413.02,active
MRC-100565,Cedar Logistics,Sophia,Miller,sophia.miller@cedar-example.com,(911) 337-3182,Portland,OR,97201,2023-04-14,2205.86,churned
MRC-100314,Pioneer Landscaping,Jason,Anderson,jason.anderson@pioneer-example.com,2114936437,Providence,RI,2903,2023-08-23,1580.15,pending
MRC-100251,Pioneer Auto Repair,Emma,Hall,emma.hall@pioneer-example.com,4997094501,Denver,CO,80202,2019-06-27,1666.53,pending
MRC-101695,Pioneer Cleaning,,Martinez,michael.martinez@pioneer-example.com,(302) 273-4086,Providence,RI,02903,2025-10-07,2421.41,pending
MRC-100840,Ironwood Bakery,Brian,Martin,brian.martin@ironwood-example.com,+1 432 622 4426,Atlanta,GA,30303,2025-10-18,3969.67,active
MRC-101594,Ironwood Printing,Nancy,Davis,nancy.davis@ironwood-example.com,8122971285,Spring,TX,77373,2019-11-02,198.85,active
MRC-101234,Willow Plumbing,,Smith,james.smith@willow-example.com,4155821389,Portland,OR,,2019-06-16,10938.43,ACTIVE
MRC-100157,Harbor Bakery,Olivia,Anderson,olivia.anderson@harbor-example.com,414-968-2623,Denver,CO,80202,2022-10-24,5368.12,pending
MRC-100388,Ironwood Plumbing,Mark,Jones,mark.jones@ironwood-example.com,5505513422,Portland,OR,97201,2019-07-19,3198.88,ACTIVE
MRC-101027,Summit Consulting,Emma,Jackson,emma.jackson@summit-example.com,2299595923,Denver,CO,80202,2020-11-23,8820.37,pending
MRC-200016,CEDAR AUTO REPAIR,,Anderson,linda.anderson@cedar-example.com,296-867-4634,Portland,OR,97201,2021-06-28,1078.47,active
MRC-100059,Cedar Electric,Nancy,Brown,nancy.brown@cedar-example.com,7566324677,Portland,OR,97201,,1053.95,churned
MRC-101616,Ironwood Electric,Laura,Davis,laura.davis@ironwood-example.com,979-446-8920,Providence,RI,2903,2020-10-04,568.33,CHURNED
MRC-100738,Lakeside Landscaping,,Jones,olivia.jones@lakeside-example.com,,Houston,TX,77002,2022-12-19,563.82,Churned
MRC-101184,Prairie HVAC,James,Lee,james.lee@prairie-example.com,,Denver,CO,80202,2025-02-25,512.64,active
MRC-100713,Granite Auto Repair,Mark,Miller,mark.miller@granite-example.com,+1 799 970 1536,Newark,NJ,07102,2025-04-12,853.0,Pending
MRC-100264,Prairie Catering,Maria,Jones,,(904) 659-3030,Spring,TX,77373,2020-01-23,3765.19,pending
MRC-100144,Harbor Catering,Emma,Rodriguez,emma.rodriguez@harbor-example.com,728-900-6365,Portland,OR,97201,2023-10-06,5786.56,pending
MRC-100529,Willow Consulting,David,Thomas,david.thomas@willow-example.com,(596) 947-2531,Spring,TX,77373,2024-02-28,2792.3,Churned
MRC-101164,Pioneer HVAC,Nancy,Jones,nancy.jones@pioneer-example.com,8394533370,Newark,NJ,07102,2020-10-13,10324.84,churned
MRC-100502,Copper Landscaping,Sophia,Walker,sophia.walker@copper-example.com,3955665729,Boston,MA,2108,2019-03-14,301.86,pending
MRC-100363,Harbor Cleaning,Sarah,Rodriguez,sarah.rodriguez@harbor-example.com,,Providence,RI,2903,2024-05-06,0.0,Active
MRC-101564,Pioneer Logistics,Anna,Garcia,anna.garcia@pioneer-example.com,+1 860 674 2926,Providence,RI,02903,2023-01-12,2196.6,pending
MRC-100242,Cedar Bakery,Mark,Hall,mark.hall@cedar-example.com,736-707-4752,Newark,NJ,07102,2019-11-21,2468.48,Churned
MRC-101862,Redstone Roofing,Olivia,Rodriguez,olivia.rodriguez@redstone-example.com,(413) 881-5752,Denver,CO,80202,2019-11-11,1748.82,churned
MRC-200035,GRANITE CATERING,KEVIN,Martin,kevin.martin@granite-example.com,4835812467,Newark,NJ,07102,2019-08-30,11819.8,churned
MRC-100027,Pioneer Logistics,Maria,Thomas,maria.thomas@pioneer-example.com,(875) 814-2317,Spring,TX,77373,2022-12-08,2844.39,churned
MRC-101647,Summit Printing,Karen,Martin,karen.martin@summit-example.com,6569538230,Atlanta,GA,30303,2024-10-23,1012.5,Active
MRC-101618,Summit Landscaping,Brian,Davis,brian.davis@summit-example.com,846-824-9335,Houston,TX,77002,2022-06-30,879.51,Churned
MRC-101246,Prairie Consulting,Sophia,Thomas,sophia.thomas@prairie-example.com,385-431-8189,Houston,TX,77002,2024-08-18,152.05,pending
MRC-100972,Willow Cleaning,Emma,Rodriguez,emma.rodriguez@willow-example.com,287-942-8889,Denver,CO,80202,2020-02-20,6031.15,pending
MRC-101759,Prairie Catering,Laura,Brown,laura.brown@prairie-example.com,,Atlanta,GA,30303,2021-05-11,-237.69,pending
MRC-101476,Redstone Catering,Emma,Jackson,emma.jackson@redstone-example.com,429-963-3868,Denver,CO,80202,2022-06-16,2500.28,churned
MRC-101079,Pioneer Auto Repair,David,Smith,david.smith@pioneer-example.com,598-910-7534,Denver,CO,80202,2019-12-14,9211.51,churned
MRC-101023,Ironwood Printing,Laura,Martinez,laura.martinez@ironwood-example.com,,Portland,OR,97201,2023-12-04,1567.99,pending
MRC-100380,Willow Bakery,Mark,Wilson,mark.wilson@willow-example.com,+1 501 730 1603,Atlanta,GA,30303,2019-05-18,5411.14,churned
MRC-200041,SUMMIT LANDSCAPING,KAREN,Wilson,karen.wilson@summit-example.com,4678091155,Phoenix,AZ,85001,2024-04-24,-854.36,pending
MRC-101581,Summit Auto Repair,Robert,Thomas,robert.thomas@summit-example.com,+1 729 591 9790,Denver,CO,80202,2020-01-13,831.92,pending
MRC-101632,Ironwood Roofing,Anna,Rodriguez,anna.rodriguez@ironwood-example.com,2437078738,Spring,TX,77373,2021-04-20,2660.53,churned
MRC-101503,Copper Electric,Paul,Martin,paul.martin@copper-example.com,549-244-6179,Providence,ri,,2020-11-19,2277.39,pending
MRC-200022,WILLOW LOGISTICS,OLIVIA,Moore,olivia.moore@willow-example.com,(911) 376-4113,Newark,NJ,07102,2019-07-10,3665.61,pending
MRC-200013,COPPER ROOFING,JASON,Walker,jason.walker@copper-example.com,3495621871,Phoenix,AZ,85001,2024-11-07,1621.6,active
MRC-100334,Redstone Catering,Maria,Wilson,maria.wilson@redstone-example.com,,Phoenix,AZ,85001,2022-02-03,965.49,churned
MRC-100183,Lakeside Bakery,Sarah,Garcia,sarah.garcia@lakeside-example.com,9145856873,Spring,TX,77373,2020-11-30,1196.03,pending
MRC-100869,Lakeside Auto Repair,Michael,Anderson,michael.anderson@lakeside-example.com,(755) 285-7593,Spring,TX,77373,2021-10-02,1363.83,churned
MRC-101425,Redstone Logistics,,Hall,david.hall@redstone-example.com,4919408191,Denver,CO,80202,2024-05-31,2270.96,churned
MRC-100850,Summit Printing,Daniel,Miller,daniel.miller@summit-example.com,752-358-6234,Providence,RI,02903,2019-09-04,3096.81,active
MRC-100644,Harbor Electric,David,Williams,david.williams@harbor-example.com,(976) 531-2688,Newark,NJ,7102,2024-02-19,3168.52,ACTIVE
MRC-100924,Harbor Logistics,Jason,Martin,jason.martin@harbor-example.com,558-500-8815,Boston,MA,02108,2019-03-12,1691.5,active
MRC-101428,Ironwood Cleaning,Olivia,Anderson,,+1 986 980 6925,Chicago,IL,60601,2021-11-23,4254.09,pending
MRC-200002,IRONWOOD PRINTING,MARIA,Jones,maria.jones@ironwood-example.com,6068789289,Phoenix,AZ,85001,2020-02-05,2345.38,pending
MRC-200038,LAKESIDE ELECTRIC,,Jones,emma.jones@lakeside-example.com,+1 559 528 2990,Boston,MA,02108,2020-03-28,717.51,active
MRC-100975,Willow Catering,,Martin,jason.martin@willow-example.com,2658437752,Spring,TX,77373,2021-05-02,979.91,pending
MRC-101545,Bluebird Landscaping,Paul,Williams,paul.williams@bluebird-example.com,7985593213,Denver,CO,80202,2023-03-22,435.0,churned
MRC-101576,Harbor Plumbing,Daniel,Miller,daniel.miller@harbor-example.com,9043874943,Boston,ma,,2021-01-02,4392.11,pending
MRC-100019,Willow Consulting,Mark,Thomas,mark.thomas@willow-example.com,915-503-2455,Providence,RI,02903,2025-02-10,307.55,CHURNED
MRC-100180,Cedar Logistics,Sarah,Martin,sarah.martin@cedar-example.com,(318) 426-5369,Houston,TX,77002,2025-05-22,55.72,active
MRC-100478,Cedar Bakery,Maria,Wilson,maria.wilson@cedar-example.com,+1 202 691 8749,Portland,OR,,2019-10-20,1413.25,PENDING
MRC-100789,Pioneer Cleaning,Linda,Rodriguez,linda.rodriguez@pioneer-example.com,,Atlanta,GA,30303,2022-03-06,11222.19,active
MRC-101617,Copper Bakery,Olivia,Anderson,olivia.anderson@copper-example.com,(438) 675-1134,Spring,TX,77373,2024-06-02,3519.66,active
MRC-100294,Pioneer Roofing,Anna,Brown,anna.brown@pioneer-example.com,440-619-2449,Spring,TX,77373,2025-06-29,1436.49,Active
MRC-100891,Granite Plumbing,Robert,Jones,,231-437-7102,Atlanta,GA,30303,2019-01-12,1490.18,pending
MRC-100655,Cedar Logistics,,Moore,robert.moore@cedar-example.com,+1 454 751 3032,Houston,TX,77002,2022-08-22,1620.16,active
MRC-100450,Pioneer Electric,Olivia,Jones,olivia.jones@pioneer-example.com,6906217030,Phoenix,AZ,85001,2020-12-19,4759.84,PENDING
MRC-100691,Granite Printing,Brian,Moore,brian.moore@granite-example.com,+1 865 685 3646,Atlanta,GA,30303,2022-06-19,1071.02,active
MRC-101724,Granite Catering,Karen,Garcia,karen.garcia@granite-example.com,2787217928,Boston,MA,2108,2021-08-22,831.61,pending
MRC-101496,Redstone Logistics,Sarah,Martinez,sarah.martinez@redstone-example.com,(267) 256-1652,Providence,RI,2903,2019-05-27,1110.08,pending
MRC-101958,Lakeside Bakery,Robert,Wilson,robert.wilson@lakeside-example.com,(423) 897-2053,Portland,OR,97201,2024-05-05,4466.85,churned
MRC-100201,Bluebird Printing,Sophia,Williams,sophia.williams@bluebird-example.com,+1 660 493 6675,Boston,MA,02108,2024-10-29,455.84,active
MRC-200001,HARBOR PRINTING,KAREN,Jones,karen.jones@harbor-example.com,+1 459 273 2571,Phoenix,AZ,85001,2020-10-08,1047.52,active
MRC-100790,Cedar Landscaping,David,Walker,david.walker@cedar-example.com,(242) 947-9228,Atlanta,GA,30303,2020-08-30,838.02,ACTIVE
MRC-101845,Prairie Landscaping,Karen,Lee,karen.lee@prairie-example.com,9442067652,Atlanta,GA,30303,2024-01-30,13917.24,churned
MRC-101619,Willow Electric,Sarah,Williams,sarah.williams@willow-example.com,718-461-3408,Phoenix,AZ,,2025-03-21,545.54,active
MRC-101882,Ironwood Auto Repair,Daniel,Brown,daniel.brown@ironwood-example.com,+1 843 522 8099,Atlanta,GA,30303,2022-01-11,457.09,Pending
MRC-100907,Cedar Bakery,Sarah,Hall,sarah.hall@cedar-example.com,+1 870 261 3813,Boston,MA,2108,2022-05-19,1668.73,pending
MRC-101674,Bluebird HVAC,Anna,Martin,anna.martin@bluebird-example.com,+1 428 897 8640,Spring,TX,77373,2023-05-07,3785.02,active
MRC-101085,Redstone Consulting,Brian,Martin,brian.martin@redstone-example.com,2283489123,Atlanta,GA,30303,2020-03-06,762.39,pending
MRC-100070,Prairie Consulting,Paul,Garcia,paul.garcia@prairie-example.com,2633519922,Phoenix,AZ,85001,2020-04-05,1578.89,Churned
MRC-100852,Prairie Consulting,Linda,Moore,linda.moore@prairie-example.com,+1 842 933 7752,Spring,TX,77373,2020-05-05,193.86,Pending
MRC-101684,Cedar Consulting,Kevin,Miller,kevin.miller@cedar-example.com,+1 911 230 1799,Providence,RI,02903,2021-09-21,3808.95,ACTIVE
MRC-100135,Cedar Printing,Jason,Lee,jason.lee@cedar-example.com,4673021785,Portland,OR,97201,2020-10-06,215.01,CHURNED
MRC-101542,Pioneer Landscaping,Laura,Moore,laura.moore@pioneer-example.com,637-333-9803,Phoenix,AZ,85001,2019-07-12,4854.08,pending
MRC-100800,Willow Printing,Jason,Jones,jason.jones@willow-example.com,6749109238,Chicago,IL,60601,2019-08-12,1004.13,active
MRC-101997,Granite Bakery,Brian,Martin,brian.martin@granite-example.com,+1 795 392 9017,Newark,NJ,7102,2024-05-05,582.61,active
MRC-100778,Prairie Printing,Daniel,Lee,daniel.lee@prairie-example.com,+1 864 827 1133,Houston,TX,77002,2023-01-23,938.48,PENDING
MRC-101644,Bluebird Cleaning,Mark,Garcia,,(551) 204-7903,Denver,CO,80202,2021-01-07,1480.64,active
MRC-100614,Cedar Cleaning,Linda,Anderson,linda.anderson@cedar-example.com,+1 388 646 4868,Atlanta,GA,,2024-09-17,7198.5,active
